iso3,canal,q,v,q_sea_predict,v_sea_predict,q_canal,v_canal,q_canal_import,q_canal_export,v_canal_import,v_canal_export,share_q,revenue_USD,likelihood_drought,timescale_drought,severity_drought,likelihood_EQ,timescale_EQ,severity_EQ,likelihood_conflict,timescale_conflict,severity_conflict,likelihood_terrorist,timescale_terrorist,severity_terrorist,likelihood_piracy,timescale_piracy,severity_piracy,likelihood_blockage,timescale_blockage,severity_blockage,likelihood_geopolitical,timescale_geopolitical,severity_geopolitical,likelihood_TC,timescale_TC,severity_TC,v_share,v_share_mar,trade_at_risk_piracy_v,trade_at_risk_geopolitical_v,trade_at_risk_blockage_v,trade_at_risk_drought_v,trade_at_risk_EQ_v,trade_at_risk_TC_v,trade_at_risk_terrorist_v,trade_at_risk_conflict_v,trade_at_risk_piracy_q,trade_at_risk_geopolitical_q,trade_at_risk_blockage_q,trade_at_risk_drought_q,trade_at_risk_EQ_q,trade_at_risk_TC_q,trade_at_risk_terrorist_q,trade_at_risk_conflict_q,revenue_at_risk_piracy,revenue_at_risk_geopolitical,revenue_at_risk_blockage,revenue_at_risk_drought,revenue_at_risk_EQ,revenue_at_risk_TC,revenue_at_risk_terrorist,revenue_at_risk_conflict,trade_impacted_piracy,trade_impacted_geopolitical,trade_impacted_blockage,trade_impacted_drought,trade_impacted_EQ,trade_impacted_TC,trade_impacted_terrorist,trade_impacted_conflict,trade_at_risk_v,trade_at_risk_q,revenue_at_risk,trade_impacted
JPN,Suez Canal,1163296845.1191113,15000.0,1200000000.0,1200.0,116329684.51191114,125.36893894667422,58164842.25595557,58164842.25595557,62.68446947333711,62.68446947333711,0.1,188053408420.01135,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.008357929263111614,0.10447411578889518,0.19234686523325362,2.5417264334394227,0.20608592703562884,,,0.03602900822301203,0.22159777100605252,0.27478123604750515,178478.42007306914,2358464.8366798423,191226.87864971693,,,33431.272491209245,205620.29962335154,254969.17153295592,288520297.84988046,3812589650.159134,309128890.5534433,,,54043512.334518045,332396656.5090788,412171854.0712578,0.048086716308313404,5.59179815356673,1.0304296351781441,,,1.0304296351781441,0.6869530901187628,0.6869530901187628,3.472567240984875,3222190.879050145,5208850861.477312,9.074650320468859
DEU,Suez Canal,4577767917.448839,34200.0,2736000000.0,2736.0,457776791.7448839,470.3480818794268,228888395.87244195,228888395.87244195,235.1740409397134,235.1740409397134,0.09999999999999999,705522122819.1403,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.01375286789121131,0.17191084864014136,0.7216299338424083,9.53582412577468,0.7731749291168659,,,0.1351704421532982,0.8313708915235116,1.0308999054891546,702342.4750058493,9280954.134005865,752509.7946491243,,,131557.65640718953,809150.3168270151,1003346.3928654991,1082444900.7636125,14303736188.662022,1159762393.675299,,,202755663.22994733,1247056337.2852676,1546349858.2337322,0.18040748346060206,20.978813076704295,3.8658746455843294,,,3.8658746455843294,2.5772497637228864,2.5772497637228864,13.028070227899917,12679860.769760542,19542105341.84988,34.04546937877933
DEU,Gibraltar Strait,4261843792.9999833,34200.0,2736000000.0,2736.0,426184379.29999834,403.1884486090686,213092189.64999917,213092189.64999917,201.5942243045343,201.5942243045343,0.1,604782672913.6029,,0.0,,,0.0,,7.0,10,0.2,10.0,10,0.2,,14,0.01,5.0,3,1,5.0,30,0.5,10.0,3,1,0.01178913592424177,0.14736419905302214,,3.313877659800564,0.6627755319601127,,,0.33138776598005637,0.22092517732003758,0.31560739617148226,,3502885.3093150547,700577.061863011,,,350288.5309315055,233525.68728767033,333608.1246966719,,4970816489.700846,994163297.9401691,,,497081648.97008455,331387765.9800564,473411094.25722337,0.15464762412402633,16.569388299002817,3.3138776598005633,,,3.3138776598005633,2.209251773200376,2.209251773200376,4.844573531232253,5120884.714093913,7266860296.848379,27.770294789128723
DEU,Bosporus Strait,2414176365.3546863,34200.0,2736000000.0,2736.0,241417636.53546864,240.7322987194109,120708818.26773432,120708818.26773432,120.36614935970545,120.36614935970545,0.1,361098448079.11633,,0.0,,20.0,365.0,1.0,1.2,10,0.2,2.5,10,0.2,0.1,14,0.01,3.0,3,1,1.7,30,0.5,5.0,3,1,0.0070389561029067516,0.0879869512863344,0.9233567622114391,5.8194753920889015,0.6595405444367421,,12.036614935970546,0.3957243266620453,0.5276324355493938,1.0992342407279037,925985.4552045373,5836042.784902545,661418.1822889551,,12070881.826773433,396850.9093733731,529134.5458311642,1102363.6371482587,1385035143.3171585,8729213088.133352,989310816.6551131,,18054922403.95582,593586489.993068,791448653.3240906,1648851361.0918553,0.09233567622114391,9.893108166551132,1.9786216333102262,,240.7322987194109,1.9786216333102262,1.3190810888734843,1.3190810888734843,21.46157863764697,21522677.341522265,32192367956.47046,257.3131480065506
DEU,Oresund Strait,1612363690.3992424,34200.0,2736000000.0,2736.0,161236369.03992423,177.32115651016372,80618184.51996212,80618184.51996212,88.66057825508186,88.66057825508186,0.09999999999999999,265981734765.24557,,0.0,,,0.0,,,10,0.2,,10,0.2,,14,0.01,10.0,3,1,10.0,30,0.5,,3,1,0.005184829137724085,0.06481036422155106,,0.728717081548618,0.1457434163097236,,,,,,,662615.2152325653,132523.04304651305,,,,,,,1093075622.322927,218615124.4645854,,,,,,0.06801359427787101,7.28717081548618,1.4574341630972358,,,1.4574341630972358,0.9716227753981572,0.9716227753981572,0.8744604978583417,795138.2582790784,1311690746.7875123,12.213298286754837
IND,Strait of Malacca,2119076597.3859959,14500.0,1160000000.0,1160.0,211907659.7385996,226.85640211542514,105953829.8692998,105953829.8692998,113.42820105771257,113.42820105771257,0.1,340284603173.1377,,0.0,,14.0,365.0,1.0,2.1,10,0.2,4.2,10,0.2,0.08,14,0.01,4.0,3,1,2.6,30,0.5,1.0,3,1,0.01564526911140863,0.19556586389260788,1.087667681375326,3.5857176309076677,0.4661432920179968,,16.204028722530367,1.8645731680719873,0.2959639949320615,0.591927989864123,1015995.6288836966,3349436.1391770216,435426.69809301285,,15136261.40989997,1741706.7923720514,276461.39561461133,552922.7912292227,1631501522.062989,5378576446.361501,699214938.0269952,,24306043083.795547,2796859752.1079807,443945992.3980922,887891984.7961844,0.08701341451002609,9.322865840359936,1.8645731680719873,,226.85640211542514,1.8645731680719873,1.2430487787146582,1.2430487787146582,24.09602247969953,22508210.855269585,36144033719.549286,242.48152526386838
IND,Suez Canal,1566310382.410963,14500.0,1160000000.0,1160.0,156631038.24109632,143.72759087177545,78315519.12054816,78315519.12054816,71.86379543588772,71.86379543588772,0.1,215591386307.66318,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.009912247646329342,0.12390309557911676,0.2205135640772445,2.91392923959216,0.23626453293990485,,,0.04130498827620713,0.2540478848816181,0.3150193772532065,240310.63401373685,3175533.378038665,257475.6793004323,,,45013.230646928714,276855.5691402498,343300.90573390975,330770346.11586684,4370893859.388239,354396799.4098573,,,61957482.4143107,381071827.32242715,472529065.8798097,0.05512839101931113,6.410644327102752,1.181322664699524,,,1.181322664699524,0.7875484431330162,0.7875484431330162,3.981079587020341,4338489.396873922,5971619380.530511,10.403514933787143
IND,Bab el-Mandeb Strait,1460927498.803214,14500.0,1160000000.0,1160.0,146092749.8803214,137.60532633465954,73046374.9401607,73046374.9401607,68.80266316732977,68.80266316732977,0.1,206407989501.9893,,0.0,,,0.0,,1.4,10,0.2,3.6,10,0.2,0.26,14,0.01,3.0,3,1,2.0,37,0.44,2.9,3,1,0.009490022505838589,0.11862528132298236,0.20300048142099406,3.068787277709941,0.3770008940675603,,,0.3900009248974763,0.20944494114864468,0.5385727058108005,215521.443448314,3258068.449385798,400254.1092611545,,,414055.97509774606,222363.3940339748,571791.5846587922,304500722.13149107,4603180916.564912,565501341.1013404,,,585001387.3462143,314167411.72296697,807859058.7162008,0.05278012516945846,6.137574555419882,1.131002682202681,,,1.131002682202681,0.7540017881351208,0.7540017881351208,4.7868072250554174,5082054.95588578,7180210837.583125,9.960363621264943
IND,Strait of Hormuz,614559790.6848459,14500.0,1160000000.0,1160.0,61455979.0684846,66.83379930602774,30727989.5342423,30727989.5342423,33.41689965301387,33.41689965301387,0.1,100250698959.04163,,0.0,,17.0,365.0,1.0,0.8,10,0.2,2.0,10,0.2,0.13,14,0.01,2.5,3,1,1.3,37,0.44,2.0,3,1,0.004609227538346741,0.05761534422933426,0.19719139942768987,2.2930542733448505,0.219727559362283,,3.9313999591781026,0.27465944920285373,0.18310629946856916,0.45776574867142283,181324.2796541168,2108542.3376921583,202047.0544717302,,3615057.5922637996,252558.8180896627,168372.5453931085,420931.3634827712,295787099.14153486,3439581410.017276,329591339.0434245,,5897099938.767155,411989173.80428064,274659449.2028538,686648623.0071344,0.025634881925599685,2.9809705553483057,0.5493188984057075,,66.83379930602774,0.5493188984057075,0.3662125989371383,0.3662125989371383,7.556904688655772,6948833.991047347,11335357032.983658,71.67146773798734
FRA,Suez Canal,2577845181.254113,16200.0,1296000000.0,1296.0,257784518.1254113,260.9074501769816,128892259.06270565,128892259.06270565,130.4537250884908,130.4537250884908,0.09999999999999999,391361175265.4724,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.01610539815907294,0.20131747698841174,0.4002963619153691,5.2896304967388055,0.4288889591950383,,,0.07498058727185983,0.4611709238656325,0.5718519455933845,395505.0141102201,5226316.257885051,423755.37226095004,,,74083.10703862763,455650.93791500013,565007.1630146,600444542.8730536,7934445745.108208,643333438.7925574,,,112470880.90778972,691756385.7984488,857777918.3900765,0.10007409047884228,11.637187092825371,2.144444795975191,,,2.144444795975191,1.429629863983461,1.429629863983461,7.22681927458009,7140317.852224449,10840228911.870134,18.885410503221518
FRA,Gibraltar Strait,1648505218.2502332,16200.0,1296000000.0,1296.0,164850521.82502332,165.00969314153,82425260.91251166,82425260.91251166,82.504846570765,82.504846570765,0.1,247514539712.29498,,0.0,,,0.0,,7.0,10,0.2,10.0,10,0.2,,14,0.01,5.0,3,1,5.0,30,0.5,10.0,3,1,0.010185783527254938,0.1273222940906867,,1.3562440532180546,0.27124881064361095,,,0.13562440532180547,0.09041627021453699,0.1291661003064814,,1354935.7958221096,270987.1591644219,,,135493.57958221095,90329.0530548073,129041.50436401041,,2034366079.8270822,406873215.9654164,,,203436607.9827082,135624405.32180548,193749150.4597221,0.06329138915017589,6.781220266090274,1.3562440532180546,,,1.3562440532180546,0.9041627021453698,0.9041627021453698,1.9826996397044894,1980787.09198756,2974049459.556734,11.365325165967297
FRA,Bosporus Strait,1140963079.6478696,16200.0,1296000000.0,1296.0,114096307.96478695,105.46270093461293,57048153.98239347,57048153.98239347,52.73135046730646,52.73135046730646,0.09999999999999999,158194051401.9194,,0.0,,20.0,365.0,1.0,1.2,10,0.2,2.5,10,0.2,0.1,14,0.01,3.0,3,1,1.7,30,0.5,5.0,3,1,0.006510043267568699,0.08137554084460874,0.40451446933824137,2.5494609412074034,0.28893890667017236,,5.273135046730647,0.17336334400210343,0.23115112533613794,0.48156484445028735,437629.67438548425,2758170.2167152367,312592.6245610601,,5704815.398239348,187555.57473663607,250074.09964884815,520987.70760176686,606771704.0073621,3824191411.8111053,433408360.00525856,,7909702570.09597,260045016.00315517,346726688.0042069,722347266.6754311,0.040451446933824145,4.334083600052586,0.8668167200105171,,105.46270093461293,0.8668167200105171,0.5778778133403447,0.5778778133403447,9.402128677734993,10171825.295888381,14103193016.60249,112.72662504830106
FRA,Oresund Strait,755632928.9819872,16200.0,1296000000.0,1296.0,75563292.89819872,73.18447140384056,37781646.44909936,37781646.44909936,36.59223570192028,36.59223570192028,0.1,109776707105.76083,,0.0,,,0.0,,,10,0.2,,10,0.2,,14,0.01,10.0,3,1,10.0,30,0.5,,3,1,0.0045175599632000345,0.05646949954000043,,0.30075810165961875,0.06015162033192374,,,,,,,310534.0804035564,62106.81608071128,,,,,,,451137152.4894281,90227430.49788561,,,,,,0.02807075615489775,3.007581016596187,0.6015162033192374,,,0.6015162033192374,0.40101080221282503,0.40101080221282503,0.3609097219915425,372640.89648426767,541364582.9873137,5.040705783815209
ITA,Suez Canal,1671112346.0081756,12000.0,960000000.0,960.0,167111234.60081756,166.44319747843758,83555617.30040878,83555617.30040878,83.22159873921879,83.22159873921879,0.1,249664796217.65637,,0.0,,,0.0,,2.5,10,0.2,3.1,10,0.2,0.25,14,0.01,5.0,3,1,2.2,37,0.44,28.6,3,1,0.013870266456536466,0.1733783307067058,0.2553649057203426,3.374464825590241,0.2736052561289385,,,0.047833086735828395,0.29419920013864354,0.364807008171918,256389.83938755572,3388008.5919069867,274703.39934380964,,,48025.06981535133,295379.999294419,366271.1991250796,383047358.5805139,5061697238.385362,410407884.1934078,,,71749630.1037426,441298800.2079652,547210512.2578771,0.06384122643008565,7.423822616298531,1.3680262806446923,,,1.3680262806446923,0.9120175204297949,0.9120175204297949,4.610274282485912,4628778.098873202,6915411423.7288685,12.04775144487759
ITA,Gibraltar Strait,1374447398.2979355,12000.0,960000000.0,960.0,137444739.82979354,146.6905120901729,68722369.91489677,68722369.91489677,73.34525604508644,73.34525604508644,0.09999999999999999,220035768135.25934,,0.0,,,0.0,,7.0,10,0.2,10.0,10,0.2,,14,0.01,5.0,3,1,5.0,30,0.5,10.0,3,1,0.01222420934084774,0.15280261676059675,,1.2056754418370375,0.2411350883674075,,,0.12056754418370375,0.08037836278913585,0.11482623255590832,,1129682.7931215907,225936.55862431816,,,112968.27931215908,75312.18620810605,107588.83744015149,,1808513162.7555563,361702632.5511112,,,180851316.2755556,120567544.18370377,172239348.83386248,0.05626485395239508,6.028377209185187,1.2056754418370372,,,1.2056754418370372,0.8037836278913583,0.8037836278913583,1.762582669733193,1651488.6547063254,2643874004.599789,10.103560202594373
ITA,Bosporus Strait,1203068416.6402118,12000.0,960000000.0,960.0,120306841.66402118,114.03204970615907,60153420.83201059,60153420.83201059,57.016024853079536,57.016024853079536,0.09999999999999999,171048074559.2386,,0.0,,20.0,365.0,1.0,1.2,10,0.2,2.5,10,0.2,0.1,14,0.01,3.0,3,1,1.7,30,0.5,5.0,3,1,0.00950267080884659,0.11878338511058237,0.437383204352391,2.7566168341537245,0.31241657453742205,,5.701602485307954,0.18744994472245327,0.2499332596299377,0.5206942908957035,461450.8995332319,2908303.988654823,329607.7853808799,,6015342.083201059,197764.67122852796,263686.22830470395,549346.3089681332,656074806.5285864,4134925251.230586,468624861.8061331,,8552403727.961929,281174917.08367985,374899889.4449065,781041436.3435552,0.0437383204352391,4.686248618061332,0.9372497236122662,,114.03204970615907,0.9372497236122662,0.6248331490748442,0.6248331490748442,10.166096593599587,10725501.96527136,15249144890.399376,121.88620239002987
ITA,Oresund Strait,761188285.7521735,12000.0,960000000.0,960.0,76118828.57521735,70.54797459754055,38059414.287608676,38059414.287608676,35.27398729877027,35.27398729877027,0.09999999999999999,105821961896.31082,,0.0,,,0.0,,,10,0.2,,10,0.2,,14,0.01,10.0,3,1,10.0,30,0.5,,3,1,0.005878997883128379,0.07348747353910473,,0.2899231832775639,0.057984636655512775,,,,,,,312817.1037337699,62563.42074675398,,,,,,,434884774.91634583,86976954.98326917,,,,,,0.027059497105905966,2.8992318327756386,0.5798463665551277,,,0.5798463665551277,0.3865642443700852,0.3865642443700852,0.3479078199330767,375380.5244805239,521861729.899615,4.859112551731971
BRA,Panama Canal,912739555.0263336,5400.0,432000000.0,432.0,91273955.50263336,84.17195931347916,45636977.75131668,45636977.75131668,42.08597965673958,42.08597965673958,0.1,126257938970.21875,40.0,250.0,0.33,25.0,365.0,1.0,3.5,10,0.2,5.0,10,0.2,0.2,14,0.01,4.0,3,1,4.2,30,0.5,1.25,3,1,0.015587399872866512,0.1948424984108314,0.16142567539571348,0.8236003846720075,0.17295608078112154,0.4756292221480844,3.3668783725391664,0.553459458499589,0.09224324308326486,0.13177606154752117,175045.94205984482,893091.5411216571,187549.223635548,515760.364997757,3650958.2201053347,600157.5156337535,100026.2526056256,142894.64657946513,242138513.09357023,1235400577.008011,259434121.17168233,713443833.2221265,5050317558.80875,830189187.7493834,138364864.62489727,197664092.3212818,0.03228513507914269,3.4591216156224314,0.6918243231244862,19.02516888592337,84.17195931347916,0.6918243231244862,0.4612162154163242,0.4612162154163242,5.7779684986664686,6265483.706738985,8666952747.999702,108.99461602718573
BRA,Gibraltar Strait,338948063.92834663,5400.0,432000000.0,432.0,33894806.39283466,36.08915043545717,16947403.19641733,16947403.19641733,18.044575217728585,18.044575217728585,0.1,54133725653.18575,,0.0,,,0.0,,7.0,10,0.2,10.0,10,0.2,,14,0.01,5.0,3,1,5.0,30,0.5,10.0,3,1,0.0066831760065661425,0.08353970008207678,,0.2966231542640315,0.05932463085280631,,,0.029662315426403154,0.01977487695093544,0.02824982421562205,,278587.4498041205,55717.4899608241,,,27858.74498041205,18572.496653608036,26532.1380765829,,444934731.3960473,88986946.27920946,,,44493473.13960473,29662315.426403154,42374736.32343307,0.013842413865654806,1.4831157713201577,0.2966231542640315,,,0.2966231542640315,0.19774876950935438,0.19774876950935438,0.4336348017097985,407268.3194755476,650452202.5646977,2.485702032732584
